text,sentiment
mahal ongkos kirim go food bagai macam biaya driver muter minimal untk jarak gofood km aja dgn resto yg cepat pnajian nunggu jam lebih krna driver ambl order skligus byr mahal biaya ongkir admin biaya siap apa itu jgn salah sepi enak waktu gojek d semua pihak dlu hadehhh,negative
driver susah buat temu utama saat lagi buru buru bener bener butuh go food ada aja halang buat nyari driver dekat selalu ketemu driver jauh titik lokasi resto yg pesan,negative
its work,positive
najis kali gojek gua pesan makan mau komplain via cs ga tadi resto pertama udh kali cancel driver sekarang ganti resto lama dapat drivernya bapuk mending tutup aja sekali goto payah chat cs ga bisa gila banget nih goto,negative
paraahhh driver sering ambil order sengaja biar tunggu lama batal order lalu naik harga,negative
nyesel donlodd lagi butuh butuh kendara malahh nolakk prioritaskann malahh kaga yang nyautt,negative
fiturnya makin banyak tarik gopaylaterku tak pakai padahal sangat guna benar ayo gojek aktif kan bisa saling support,neutral
bagussss bangat,positive
okok,positive
sekarang banyak driver minta cancel bayar manual mohon tindak lanjut i,negative
titik pnjemputan akurat,positive
aplikasi sial nyari driver stengah jam sen dapetnya posisi ngejar kereta lokal jam alhasil gajadi pulang rumah di baik ya sistem cari driver nya,negative
s,positive
mantep sihh,positive
aplikasi dongo,negative
mudah kan cari makan malam hari mau upun siang sore,positive
mudah aktipitas banyak pilih lengkap mau nyari apa ajah d aplikasi gojek,positive
hidup gojekk,positive
aplikasi paling maruk driver nya gw pake mode hemat gamau ambil cuma kalo pindah apk belah langsung maruk bgt woilah,neutral
susah guna gaada drivernya,negative
suka banget jadi kalo males luar rumah tinggal mesen bantu banget buat kaum mageran kaya aku,positive
sangat bantu saat jam sibuk,positive
driver gojek banyak yg sulit titik akurat akhir nyusahin guna jasa belakang hampir semua driver gojek bisa telpon terima paket harus selalu minta kirim yg telpon repot buat apa isi info no hp terima kalau driver bisa telp baik app nya sengaja tulis kapital semua complain di lirik kembang app ya,negative
orang sopan jemput cepat cepat mobil nyaman,positive
kualitas chat telfon sangat lambat,neutral
abang gojek sabar ramah kirim barang cepat,positive
ya atas nama driver hari setiawan giri bk ana tdi mesan point coffe indomaret katamso pantai burung barang nya ada tangan padahal sudah bayar lewat go payy,negative
sesuai dg butuh yg gesa gesa,positive
respon cepat banyak untung nya,positive
mantap semangat kang ojek,positive
sering eror,negative
sangat bantu utama saat pulang sekolah ada bisa jemput sering deh pakek,positive
ini klo pesan rute kasi paling lama driver pada jauh,negative
enak b oiiiii,positive
murah aman tepat waktu,positive
drivernya selalu muter jauh jemput padahal map aja jalan yg singkat buang waktu,neutral
lama dapet driver nya,negative
barusan top up gopay shopeepay terang shopeepay transfer sukses saldo gopay masuk kenapa,neutral
cepat tepat,positive
sangat bantu pergi,positive
pesan go ride gak pake hemat biar cepat ribet bayar lebih mahal aplikasi estimasi driver tiba menit nyata driver tiba menit kemudian rugi banget pake gojek kalau kasih bintang driver gak berani alam netizen driver pecat tumpang intimidasi alas driver dompet tinggal bilang pas jemput kalau bilang awal ga masalah buat saya tunggu manusiawi kalau yg tinggal,negative
kalo mau rame hidup akun kena pm apalgi baru panggil kantor tiba tiba putus mitra kan kocak juga dijalanin,negative
promo blm pake pas mau guna gabisa tera promo di pakai mlu hadeh,negative
driver nya pilih uang nya lebih banyak,negative
jalan yg senang nyaman,positive
mudah dlm jalan,positive
kenapa mau masuk apps gak bisa,positive
aplikator dungu,negative
gatau suka bangetttt,positive
terima kasih jalan muas,positive
mantapsss,positive
sangat bantu mantap,positive
ga order gabisa login aneh,negative
parah banget nih aplikasi mau order gak trs,negative
aman banget jalan nyaman ramah saefty pokok,positive
lot banget aplikasi,negative
titik jemput susah banget edit bikin driver sering salah alamat kesasar,negative
udah nunggu lama lama sekali dapet malah cancel sama abang gojek nya padahal ken berangkat sekolah jadi sekolah kecewa sekali kerja gojek sekolah smpn jakarta selatan sangat kecewa sudah kali kaya begini dapetnya mohon min lanjut lebih perhati misal nambahin upah driver bantu banget min driver jadi lebih semangat kalau dapet order juga gak bakal telat jadi nya,negative
sangat bantu mudah paham,positive
kmrin mei pkl lebih psn gocar dr mog jedong dpt driver pertama jarak mtr mnt jl sumbing driver gak gerak gak respon chat trtulis aplikasi macet klo d batal bs kena biaya rupiah nunggu menit ttp tdk brgerak tdk respon chat akhir batal pesan pesan lg gocar dapat lg dr jl sumbing jarak mtr lbh menit awal gerak tidak respon jg kemudian respon chat bilang mau cari makan dulu,positive
parah buat orang login otomatis daur orang masuk akin ikel saye,positive
mudah jangkau,positive
klu jarak jauh langsung dpt driver klu jarak yg deket susah dptnya gilir dpt suka d kensel klu pesan pas d mlm takbir,positive
gojek makin ngaco titik koordinat bln kalau sen gojek titik ga pernah bener driver nya manja manja ngga mau nyamperin kordinat yg chat mohon baik layan gojek utama drivernya jangan manja kalau ada ubah hapus aplikasi go jek saya sudah update versi baru nya kak,negative
guna rakyat tidak punya motor,positive
tidak punya pinjam gopay pinjam tpi teror ancam klo data disalahgunakan sebar akan tuntut balik,negative
terimakasih gojek indonesia,positive
selalu cepat layan,positive
gak tahu akhir susah banget driver altiflan prioritas padahal had biasa ada tulis rame aktif prioritas jadi sekarang gk minat pakai gojek,negative
semenjak update sekarang malah jelek nya driver dekat malah ngambil yg paling jauh sering tiba ngelag keluar sendiri malah sering ga driver karna aplikasi bilang dapat cari driver padahal bukan jam sibuk,negative
ganti reviewnya keluh tangan tdk profesional yg aju lapor ttg transfer gopay tdk kenal malah gopay yg blokir jadi gk pake gojek krn bukan guna cash sunggu nyita waktu buat bkin lapor sperti mana pagi subuh pas siap mau berangkat kerja kesel,neutral
pagi pagi order gojek senang driver sopan ramah hambel,positive
untuk layan comfort klw memang bayar lebih mahal apa asal bahaya hampir celaka ulah driver,positive
lebih mudah utk cari transportasi makan,positive
kalo ndak nyariin driver jangan sulit batal kalo emang warung tutup kasih tanda tutup jangan bikin nunggu lama gara gara dah nunggu lama akhir cancel kan astaghfirullah banget,negative
ulas ku tahun tahun lalu bintang sekarang jadi update turun bintang banyak nya pesan ku selalu dapet driver baik baru pertama kali minggu dapat driver kurang kenan baik intimidasi customer dari awal resto chat driver beda sendiri juga jalan titik antar udah banyak pesan baik kalau orang depresi masalah pribadi jangan bawa tempat kerja profesional kode etik harus driver paham,neutral
apk yg bantu bangat,positive
applikasi miskin rakyat indobesia,negative
tahun pakai aplikasi tapi layan sistem tetap jelek,negative
resto terlalu lama nyiapin makan ga dicancel payah,negative
bantu saat tidakanda kendara rumah entah buat keluar beli makan banyak diskon promo lain tarik,positive
pelayananya baik skali,positive
drivernya sangat sahabat,positive
drivernya rata rata gak amanah performa turun jauhhhhh kompain respon lambat,negative
sangat lambat,negative
makin lama makin mahal ga ngotak,negative
bagus layan main cepat,positive
drivernya gk amanah banyak bikin kecewa,negative
driver lu nda punya otak,negative
buat bgt,positive
bagi gofood banyak banget jelek nya susah dapet driver timer otomatis lambat real time chat cs balas nya ai meski bahasa nya kaku kita suruh pilih jawab tidak tulis sendiri sambung cs beri bebas chat apa nyata masih ai jawab beri informasi kait pesan bukan jawab tanya jujur gk tau bangga gk sisi ini apk negri sisi tidak muas,negative
aplikasi banyak peripikasi muka hari x paraaaaaaaaaah,negative
udah usaha jadi langgan yg baik masih banyak driver yg males an sepele order langgan kasih sosialisasi kalau terkadang pesan yg urgent,negative
driver lu gak niat kerja jam gua nunggu driver ongkir lu mahal gak jelas,negative
memang tarif murah cari drivernya lama sampai menit pun sudah pilih menu yg nambah tarif terimakasih,negative
drivernya gamau ambil order hemat,negative
sangat bantu cepat profesional,positive
korban tipu fitur gojek pinjam akun hack tadi nya ken benerin akun gofood ingin pindah alamat malah tipu oknum mengatasnamakan cs gojek fitur sesat celah buat tipu sesal instal aplikasi gojek harus nanggung saldo besar juta di beri gojek tidak rasa pakai uang trsbut kalaupun tolak bayar karena tidak makan uang perak tagih sendiri laku nipu,negative
mungkin gak semua banyak banget driver taksi online gojek suka minta batal pesan padahal lama tunggu ibu alas udah males dengan aplikasi gojek mes gocar,negative
thankyou,positive
udah x beli gofood dibatalin mana udah nunggu jam lebih makasih gojek,negative
kok sekarang pilih restonya gak banyak aplikasi berat banget,negative
mantap aman bagus,positive
mudah guna tdak langsung ganti yg,positive
terima kasih gojek teman setia,positive
sistem layan krg pada driver nya banyak pada jual mahal ambil order,negative
dpt cansel dpt lg dicansel lg tp cukup bantu,positive
enak simpel yaman,positive
masa mau batalin ga driver aja nunggu sampe menit mana perut dah lapar keburu emosi,negative
gojek aplikasi suka banget eror klo cuaca jelek dikit aja ampun deh mau gojek mau gocar aplikasi ginikan niat mudah langgan klo ujan klo gak kendara malah bikin marah orang klo gosend cuaca gerimis dikit aja udah tuh ampun an,negative
go food skrg gak jelas atur utk konsumen masa nunggu mpe jam buat cari driver,negative
kasih tau drivernya jangan pilih pilih order rezeki allah,negative
napa suka lot si gilir mau dipake sinyal sama wifi lancar padahal apk belah aja lancar lah lag sendiri,negative
gofood buruk,negative
revisi aku dulu kasih bintang gojek udah benah ga lot bahkan hp model lama sekalipun buat bayar qris driver datengnya cepet jarang cancel driver baik motor oke helm ada pokok gojek mantappp ga kalah app ojol lainn salut bangettt,positive
kalo keluar kota gojek ga buat pesan makan jln,neutral
batalin makan lama banget padahal udah menit ga dapet driver harus maksimal menit klo g dapet driver cancel gin orang udah laper menit baru cancel kan aneh banget udah dapet driver baru ga cancel sistem ny di baik,negative
aplikasi tolol gagal terus mau masuk verifikasi wajah,negative
siap sedia di butuh kan,positive
terpecaya,positive
bagus banget buat pesan ojek pesan makan,positive
dh,positive
sangat cepat,positive
masa sen gocar titik nya suruh edit kata ga ter akses padahal tengah kota makin ancur mah mana klo sen gofood lma bnget driver nya,negative
semua transaksi mudah,positive
layan buruk makin susah cari driver sama dapet driver jauh lokasi payah,negative
driver lembu customer raja,negative
selamat pagi berkah dalem gust gojek muncul menu terima kasih i,positive
ssangat bantu efisien waktu,positive
selalu cepat gojek nunggu lama,positive
aku sen makan gofood sering kali gaada ngambil drivernya mana padahal tadi lho beberapa driver ambil kenapa enak cancel coba mentang mentang paket reguler gitu gasuka deh aku udah nunggu jam lebih bahkan sumpah bisa mikir gak sih klo aku mesen makan lapar sini,negative
overall,positive
mapsnya kadang ga jalan ga sesuai kyk tiba ilang mapsnya cencel padahal nyata drivernya mas jalan gitu kan kesi jadi sen kali waktu,neutral
gimanasih sy udh order tp gd yg mau ambil pdhl cuaca lg bagus,negative
awal naik ojek motor murah hemat beli pulsa token eh makin kesini jadi serba mihil x lipat tambah lg stngah lipat kacau pindah ah belah wkwk,negative
sangat bagus drivernya ramah baik banget mabok mobil kasih permen jemput cepat ajak ngobrol drivernya murah percaya gak nyasar,positive
langsung gercep,positive
makin kesini fitur nya makin jelek makin mahal ga promo padahal udah lama pake apk,negative
gojek paylater kerja sama pinjol findaya kerja bagi data kerjasama harus pinjol findaya beri ancam tagih lewat applikasi gojek customer harap jadi perhati usaha ride healling besar gojek lolos pinjol kacam lalu applikasi gojek paylater ancam nya beri sms lalu app gojek ancam cedera keluarga dekat sungguh terlalu,negative
tingkat kan terus jangan kecewa,positive
apk dari awal tahun ganggu mulu gak log in,negative
wah alhamdulillah cepat tepat plus promo promo nya bikin kantong gak bolong terimakasih go jek memo ku penuh,positive
zps akurat,positive
sedih banget driver gojek susah dapat bahkan ga saat konvoi persib padahal pagi rame bgt driver sekitar banyak loh cuman ga yg mau ambil akhir ga kerja hari krna ga driver tarif udah tinggi cuma tetap aja ga yg ambil yaudah sekian makasih,negative
ramah baik sikap,positive
mahal kali harga apk toko langsung masa iya beda rb banyak untung gofood yg jual kyknya mana ongkirnya rb parah sekarang matok harga,negative
sngt mmbntu sekali,positive
praktis ekonomis sudah bukti,positive
manttaab,positive
banyak gojek tpi tdk mau tumpang,negative
akhir akhir sering banget pesan dibatalin sistem gak tau mau order ulang harga malah ubah jauh kan jadi males ah kan kesel jadi lu,negative
apk gk jelas,negative
kecewa banget sama gojek tiap gofood udh dapet driver langsung ga ambil nunggu jam udah nunggu kadang dapet kadang engga ujung ujung harus batalin padahal dulu ga kyk gin kalaupun naik goride nya sama lama dapetnya jauh kadang yg gamau nerima karna lihat nominal kalau daerah rawan kyk zona merah oke paham kalau bukan zona merah ttp aja di tolak lama lama pindah apk,negative
sen makan lama nyampe nya udah gitu driver nya ribet kalo makan sampe tepat waktu harus potong harga dong jangan voucher kalo voucher mah pas belanjain kita nya telat lagihh voucher telat terus aja kayak gt sampe tua,negative
